Column1,A,B,C,D,E,F,G,result,month,year,time
6271,08-10-2016 16:53,08-10-2016,089cae68-e48a-41c4-b10c-16ddcc83f6b1,3d191f47-9fbf-46d4-8042-1dec5521b97c,ATM,EUR,214.44,7,10.0,2016.0,16:53:00
6272,08-10-2016 18:55,08-10-2016,f5723f5e-5a00-4851-ae1d-5c11146aa491,a6dadf18-da68-42e3-af0d-0e20bb484030,CARD_PAYMENT,GBP,189.03,25,10.0,2016.0,18:55:00
6273,08-10-2016 19:06,08-10-2016,07983cf0-257b-478d-b41a-3ac3b04f61ec,5303108e-8bab-48f6-8295-accbc7e19674,CARD_PAYMENT,GBP,124.99,7,10.0,2016.0,19:06:00
6274,08-10-2016 19:10,08-10-2016,819e148e-01d0-43bc-8681-e4770a50a5aa,7829cff1-801a-4b7a-bc45-5b9b1a957ec3,BANK_TRANSFER,GBP,120.59,6,10.0,2016.0,19:10:00
6275,08-10-2016 19:15,08-10-2016,3fc813b5-39dc-4780-bd4f-bd7f9c6fdb5b,c298cb96-1e21-48c2-8dd9-ae35609082eb,TOPUP,GBP,21.84,38,10.0,2016.0,19:15:00
6276,08-10-2016 19:19,08-10-2016,819e148e-01d0-43bc-8681-e4770a50a5aa,f014a282-db0e-498d-9b8a-155f7ac50106,P2P_TRANSFER,EUR,26.65,6,10.0,2016.0,19:19:00
6277,08-10-2016 21:22,08-10-2016,86459777-d822-49ef-a9e0-95c2c82adeea,521dd69e-0dcf-40b1-8abf-efb7eda16d6e,CARD_PAYMENT,GBP,343.59,13,10.0,2016.0,21:22:00
6278,08-10-2016 21:54,08-10-2016,ded2d8db-80d1-4f00-bef7-94bd59fa4595,1dc15260-7d74-4170-8f8e-f4231b651f5e,ATM,EUR,91.68,10,10.0,2016.0,21:54:00
6279,08-10-2016 22:39,08-10-2016,75b3e7b0-8bf7-42ae-8501-529bd1e1bf8f,55f5dad6-70fc-41e1-ad88-678e38addc5f,TOPUP,EUR,21.88,7,10.0,2016.0,22:39:00
6280,08-10-2016 22:42,08-10-2016,75b3e7b0-8bf7-42ae-8501-529bd1e1bf8f,90d2612a-86c4-496e-9390-38af0ce33bb6,ATM,EUR,341.17,7,10.0,2016.0,22:42:00
6281,08-10-2016 23:37,08-10-2016,6169c830-f34d-49e3-a6ab-1255be3e91b6,f287a21d-8861-48f1-a316-db6e7f4085ec,TOPUP,EUR,158.32,13,10.0,2016.0,23:37:00
6282,09-10-2016 00:19,09-10-2016,d5e09567-4cd7-40fb-846f-5f9c5f8341dc,a9de684c-8e97-47c2-a9eb-da9b490f00f4,BANK_TRANSFER,GBP,77.78,17,10.0,2016.0,00:19:00
6283,09-10-2016 02:10,09-10-2016,31b17ee7-466d-4cc7-94a9-0178d1b3fb2c,57f4d74b-2087-44bd-af3f-7ce22e61ef6b,CARD_PAYMENT,GBP,308.44,12,10.0,2016.0,02:10:00
6284,09-10-2016 08:52,09-10-2016,b55ecb70-7c15-42c0-986c-620cb57eaad7,bdb036b3-e0f9-4c5c-92e1-07e92b8d5c27,BANK_TRANSFER,GBP,166.13,8,10.0,2016.0,08:52:00
6285,09-10-2016 08:54,09-10-2016,65a54743-5bc0-41bf-9cac-e30d503925d2,c4f220a7-d935-4498-a186-e1965d64d4f3,P2P_TRANSFER,GBP,289.51,26,10.0,2016.0,08:54:00
6286,09-10-2016 08:56,09-10-2016,b55ecb70-7c15-42c0-986c-620cb57eaad7,50df00a0-ab3d-4e8a-b0c0-d3cfc7ffede2,CARD_PAYMENT,EUR,111.51,8,10.0,2016.0,08:56:00
6287,09-10-2016 10:17,09-10-2016,72661cb7-2c48-4d1e-8561-dfb47bdfe025,362cef53-b482-4a5b-acc7-45272fa4e4f0,ATM,GBP,91.54,21,10.0,2016.0,10:17:00
6288,09-10-2016 10:42,09-10-2016,3f575296-e38a-4881-9af5-7b1f266361fa,4633586d-62a5-484b-b99b-0c9de9a416a0,CARD_PAYMENT,EUR,283.3,15,10.0,2016.0,10:42:00
6289,09-10-2016 10:57,09-10-2016,b41daff8-2a28-4deb-9ef0-1eac829446b8,71bea8e5-f94d-4816-845c-9457c4d3581f,BANK_TRANSFER,GBP,277.66,5,10.0,2016.0,10:57:00
6290,09-10-2016 11:25,09-10-2016,80748402-f029-45f0-ac6e-250e94de0812,b05f625b-76ce-492c-aa07-6dedc53ba28b,BANK_TRANSFER,EUR,54.2,19,10.0,2016.0,11:25:00
6291,09-10-2016 11:41,09-10-2016,484253ae-3dd7-402e-8565-0b2b612554b3,f671cd71-64f2-41f6-92b2-8ba3f1782865,ATM,GBP,57.98,16,10.0,2016.0,11:41:00
6292,09-10-2016 12:01,09-10-2016,dc43bf64-4cfe-4474-9ded-05b4728ef71d,24e7c3b9-dde2-4b61-9b92-497afa76ff03,TOPUP,EUR,18.85,36,10.0,2016.0,12:01:00
6293,09-10-2016 12:01,09-10-2016,b55ecb70-7c15-42c0-986c-620cb57eaad7,87039f77-b4ab-48e2-93d8-666d1322521d,TOPUP,EUR,257.27,8,10.0,2016.0,12:01:00
6294,09-10-2016 12:03,09-10-2016,8ca1b9ce-8d58-416f-90eb-6c666fc866bd,210b775a-b400-4285-a19e-c98ceb57bb59,ATM,EUR,200.72,20,10.0,2016.0,12:03:00
6295,09-10-2016 13:19,09-10-2016,87e5465a-a8a5-46eb-b7c0-29af2633e114,254ea939-5770-415a-afe5-eaa255d352ab,CARD_PAYMENT,GBP,180.26,3,10.0,2016.0,13:19:00
6296,09-10-2016 14:07,09-10-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,04613ee0-5e9d-4af9-982c-5784b64d01f7,ATM,EUR,209.58,95,10.0,2016.0,14:07:00
6297,09-10-2016 14:20,09-10-2016,3f575296-e38a-4881-9af5-7b1f266361fa,47b46750-764d-43f8-b6f7-ba9649f3c521,BANK_TRANSFER,GBP,210.56,15,10.0,2016.0,14:20:00
6298,09-10-2016 15:03,09-10-2016,8e1146cc-a9bc-4d48-beeb-bdf333424d82,ab103ace-a3a5-41ff-ad58-b757c917f567,BANK_TRANSFER,GBP,22.91,46,10.0,2016.0,15:03:00
6299,09-10-2016 15:14,09-10-2016,87f793f0-33e5-4914-a341-1977b5f08092,2e096910-5db0-43f0-8aae-c428b813814d,ATM,GBP,15.04,12,10.0,2016.0,15:14:00
6300,09-10-2016 15:48,09-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,3aaed77e-ab09-4d28-89fd-98d8a78e870b,BANK_TRANSFER,EUR,236.15,42,10.0,2016.0,15:48:00
6301,09-10-2016 15:58,09-10-2016,d5e09567-4cd7-40fb-846f-5f9c5f8341dc,39e5838e-9d03-4004-9327-1d88d3b653ab,BANK_TRANSFER,GBP,268.01,17,10.0,2016.0,15:58:00
6302,09-10-2016 16:03,09-10-2016,87e5465a-a8a5-46eb-b7c0-29af2633e114,87116bb8-ff2b-4bc2-a268-377d0e7197ab,CARD_PAYMENT,EUR,90.93,3,10.0,2016.0,16:03:00
6303,09-10-2016 16:08,09-10-2016,3b0d7c76-1148-4c92-941d-b278395c7671,740e13fd-23e8-4e29-a5fc-97fd2ed65038,CARD_PAYMENT,EUR,305.39,26,10.0,2016.0,16:08:00
6304,09-10-2016 17:21,09-10-2016,3f575296-e38a-4881-9af5-7b1f266361fa,9f295a39-7e74-424e-aa87-1b096cf80d42,BANK_TRANSFER,GBP,198.11,15,10.0,2016.0,17:21:00
6305,09-10-2016 17:52,09-10-2016,d5e09567-4cd7-40fb-846f-5f9c5f8341dc,1bd0784a-e1b9-4cf7-90b8-3ceb4b47d705,CARD_PAYMENT,EUR,1.81,17,10.0,2016.0,17:52:00
6306,09-10-2016 18:17,09-10-2016,7aedd7a8-f400-4a8f-82cd-e32aa05c3ae7,a8bc2af9-668f-4b6d-bd87-5664873b5a82,CARD_PAYMENT,GBP,85.15,23,10.0,2016.0,18:17:00
6307,09-10-2016 18:22,09-10-2016,08212a01-a570-47c9-948d-63439bc3b952,69a69aa0-ee2b-47b3-b549-894c0b47f7c8,ATM,EUR,255.49,4,10.0,2016.0,18:22:00
6308,09-10-2016 18:22,09-10-2016,08212a01-a570-47c9-948d-63439bc3b952,39b3fa47-44db-4358-8d85-fc13e9961926,P2P_TRANSFER,GBP,48.6,4,10.0,2016.0,18:22:00
6309,09-10-2016 19:55,09-10-2016,fad08284-643f-4597-a253-d9a2dc5cfba3,f6bc2fd6-34c1-466a-a784-fa9aef69ba9d,ATM,EUR,96.45,3,10.0,2016.0,19:55:00
6310,09-10-2016 20:03,09-10-2016,d5e09567-4cd7-40fb-846f-5f9c5f8341dc,8c6344fa-f252-47e3-af37-b0c9ba5ef8bd,ATM,EUR,329.56,17,10.0,2016.0,20:03:00
6311,09-10-2016 20:05,09-10-2016,36ce3f0a-356e-4c77-8f38-4be57840f0a1,5a1275d7-bcb4-4264-80cd-bc0c8bc3d109,CARD_PAYMENT,GBP,15.38,19,10.0,2016.0,20:05:00
6312,09-10-2016 20:07,09-10-2016,ded2d8db-80d1-4f00-bef7-94bd59fa4595,b8217275-e6dc-4811-9c57-4a26aecc54a6,BANK_TRANSFER,GBP,132.55,10,10.0,2016.0,20:07:00
6313,09-10-2016 20:44,09-10-2016,f5723f5e-5a00-4851-ae1d-5c11146aa491,817a93c0-14c2-4032-a0c7-780fb04eaf25,CARD_PAYMENT,EUR,297.91,25,10.0,2016.0,20:44:00
6314,09-10-2016 21:05,09-10-2016,d5e09567-4cd7-40fb-846f-5f9c5f8341dc,cbb9bbb3-c77a-47f3-adc3-64097de902da,P2P_TRANSFER,GBP,73.73,17,10.0,2016.0,21:05:00
6315,09-10-2016 22:43,09-10-2016,35b8a64f-ad77-42dc-93d9-518d65e63234,822dfad8-67dd-486d-a278-a6710d551d7a,ATM,EUR,232.37,14,10.0,2016.0,22:43:00
6316,10-10-2016 00:18,10-10-2016,3b0d7c76-1148-4c92-941d-b278395c7671,26ddb7a4-b9aa-4b7e-8bb9-0ccab06c732a,BANK_TRANSFER,GBP,325.93,26,10.0,2016.0,00:18:00
6317,10-10-2016 06:48,10-10-2016,d1bc3cd6-154e-479f-8957-a69cdf414462,6f3981c4-489d-425b-933d-d59d8b335412,P2P_TRANSFER,EUR,75.79,95,10.0,2016.0,06:48:00
6318,10-10-2016 06:48,10-10-2016,c7cbb981-ae91-4fa1-95dd-7c7e78fd649d,0bef6aa4-2e4a-4b6a-8b5f-e0102ae9a657,CARD_PAYMENT,GBP,1.36,14,10.0,2016.0,06:48:00
6319,10-10-2016 07:09,10-10-2016,65a54743-5bc0-41bf-9cac-e30d503925d2,6bbd3058-ca9c-4f56-898c-27bd91440f09,CARD_PAYMENT,GBP,331.77,26,10.0,2016.0,07:09:00
6320,10-10-2016 08:29,10-10-2016,e89e6a80-803f-488e-89e1-0b7792eb9ea4,b61b04e2-bb60-4d60-b144-e90b6540609d,ATM,EUR,57.15,48,10.0,2016.0,08:29:00
6321,10-10-2016 08:52,10-10-2016,576ff116-9929-4ef1-8b0f-3f802cc97b11,130304fc-5ddb-4691-ac4e-84e2a5d7a4e3,BANK_TRANSFER,EUR,29.78,23,10.0,2016.0,08:52:00
6322,10-10-2016 08:53,10-10-2016,576ff116-9929-4ef1-8b0f-3f802cc97b11,1a60a750-56fb-4b60-abc9-6e07e5cd77a5,BANK_TRANSFER,GBP,183.61,23,10.0,2016.0,08:53:00
6323,10-10-2016 08:53,10-10-2016,cb1ea2ae-8157-4df0-af71-c7107abdd66e,8d9f82c4-777b-4f1f-bf26-81cd6cca8898,TOPUP,EUR,162.21,4,10.0,2016.0,08:53:00
6324,10-10-2016 08:53,10-10-2016,cb1ea2ae-8157-4df0-af71-c7107abdd66e,a69127e1-3c89-44e9-a315-a5cbe8ba59a6,P2P_TRANSFER,GBP,337.55,4,10.0,2016.0,08:53:00
6325,10-10-2016 08:59,10-10-2016,2d16a3e2-9443-4f1a-92ee-9a2600c7e1a5,566e2341-d4b9-43ae-a7e8-792b5c1f3462,CARD_PAYMENT,EUR,16.52,3,10.0,2016.0,08:59:00
6326,10-10-2016 09:06,10-10-2016,2d16a3e2-9443-4f1a-92ee-9a2600c7e1a5,7679980c-eaef-4440-8c7c-575193cfb1ad,TOPUP,GBP,75.9,3,10.0,2016.0,09:06:00
6327,10-10-2016 09:46,10-10-2016,59d3efe9-135b-4b44-ac59-80a13da8109a,c336ce79-72b4-414b-b856-29dc2c3b2d35,TOPUP,GBP,271.35,78,10.0,2016.0,09:46:00
6328,10-10-2016 09:49,10-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,8e908d19-10e3-4dc8-98eb-5af742a433b0,ATM,GBP,302.51,10,10.0,2016.0,09:49:00
6329,10-10-2016 10:54,10-10-2016,0e0f16a9-c589-444d-b06d-0e8c1d99fdab,171ae1fc-cc4a-4ea9-9115-ca243f43cd94,CARD_PAYMENT,GBP,305.01,4,10.0,2016.0,10:54:00
6330,10-10-2016 12:03,10-10-2016,f5723f5e-5a00-4851-ae1d-5c11146aa491,b196a757-7522-4904-89d3-26d55543b8ac,ATM,GBP,67.09,25,10.0,2016.0,12:03:00
6331,10-10-2016 12:23,10-10-2016,1b232b1b-4b09-423b-b0ec-33d9f1025538,566c55d4-d4cd-4424-8dcd-abb6b53fc5b5,CARD_PAYMENT,EUR,279.08,28,10.0,2016.0,12:23:00
6332,10-10-2016 13:20,10-10-2016,2cb040f5-9029-4599-87db-a6bbc5ddf280,8fe17c90-783b-4226-a795-dbeb18580dd2,BANK_TRANSFER,EUR,42.3,16,10.0,2016.0,13:20:00
6333,10-10-2016 14:05,10-10-2016,84e22e7f-f2ab-413c-969a-667c78d8885c,f8b682c8-6b56-490d-b7a2-77f27cbde7f1,TOPUP,GBP,169.26,77,10.0,2016.0,14:05:00
6334,10-10-2016 14:21,10-10-2016,f5723f5e-5a00-4851-ae1d-5c11146aa491,936faf23-0374-4d17-9002-256aa70ae33c,ATM,GBP,269.54,25,10.0,2016.0,14:21:00
6335,10-10-2016 14:51,10-10-2016,dcd4b9bd-4a06-454e-ae2f-98a52d7e9ae1,2b97663c-d1b1-4980-b674-8c2be9326f94,TOPUP,EUR,59.54,3,10.0,2016.0,14:51:00
6336,10-10-2016 15:16,10-10-2016,1ea99ac7-240d-4db6-ae59-8ed50b5c21d1,3f1bfa71-5056-4186-9fd7-f14e01825d4d,TOPUP,EUR,164.71,6,10.0,2016.0,15:16:00
6337,10-10-2016 15:23,10-10-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,67c1be65-6cf8-4357-a4cb-2b3396c4b2e9,ATM,EUR,159.99,85,10.0,2016.0,15:23:00
6338,10-10-2016 15:38,10-10-2016,b1a1d9fc-67ac-4d81-a2a1-4ca70ce4e9f5,15dc3d36-e705-43d9-89d6-55e46071286c,ATM,EUR,296.24,3,10.0,2016.0,15:38:00
6339,10-10-2016 15:43,10-10-2016,93ee5358-e782-42b2-b9ac-1478c180476f,c47f7158-7abb-44c8-b8a5-4ca51e9bd84f,CARD_PAYMENT,EUR,55.46,13,10.0,2016.0,15:43:00
6340,10-10-2016 15:59,10-10-2016,3b0d7c76-1148-4c92-941d-b278395c7671,812b9efb-c70e-4bb1-b0c0-00d3d2f6cb5d,BANK_TRANSFER,GBP,64.23,26,10.0,2016.0,15:59:00
6341,10-10-2016 16:13,10-10-2016,484253ae-3dd7-402e-8565-0b2b612554b3,c41092e6-dfc7-4f59-a492-849d26e37d7d,P2P_TRANSFER,GBP,3.41,16,10.0,2016.0,16:13:00
6342,10-10-2016 16:33,10-10-2016,04538ff3-0582-4d6d-bdfd-0b5404dfbca7,fa1d02d0-27d7-4000-bcf1-83e9ef28b598,TOPUP,EUR,344.43,28,10.0,2016.0,16:33:00
6343,10-10-2016 16:35,10-10-2016,59d3efe9-135b-4b44-ac59-80a13da8109a,0dceb9ad-3d71-4dcb-8e49-3e011c498d27,ATM,GBP,335.25,78,10.0,2016.0,16:35:00
6344,10-10-2016 16:48,10-10-2016,64f168e8-0468-47f0-a6d0-fe5d70c9af63,76d9602e-1e2a-4cdf-8ae8-e9599a2f44e3,ATM,EUR,163.71,27,10.0,2016.0,16:48:00
6345,10-10-2016 17:28,10-10-2016,1b232b1b-4b09-423b-b0ec-33d9f1025538,5e75f12d-9879-437a-87f6-e571a8adbb43,ATM,EUR,107.71,28,10.0,2016.0,17:28:00
6346,10-10-2016 18:56,10-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,428a2cd2-aed8-442d-8512-b488104dfa7c,BANK_TRANSFER,EUR,224.05,42,10.0,2016.0,18:56:00
6347,10-10-2016 19:14,10-10-2016,6169c830-f34d-49e3-a6ab-1255be3e91b6,f74311e0-229c-4f3b-957f-9ada26ea80ad,TOPUP,EUR,77.6,13,10.0,2016.0,19:14:00
6348,10-10-2016 20:08,10-10-2016,06bb2d68-bf61-4030-8447-9de64d3ce490,81a3bc83-285b-4655-a224-055d4eb94c71,CARD_PAYMENT,GBP,78.54,132,10.0,2016.0,20:08:00
6349,10-10-2016 20:14,10-10-2016,826dc8df-8d9d-475d-8275-a3b23096ca82,edf00d89-c21f-430a-8f23-b44c9890fcf4,BANK_TRANSFER,GBP,314.8,18,10.0,2016.0,20:14:00
6350,11-10-2016 00:24,11-10-2016,0351b0d2-1e3f-4b00-9a92-293a4d100da4,abe1ee01-f1e5-4fb0-a422-0520bca7713b,BANK_TRANSFER,EUR,195.58,1,10.0,2016.0,00:24:00
6351,11-10-2016 00:24,11-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,7c703884-b6e3-4505-ace8-32f603ebe3a4,CARD_PAYMENT,GBP,53.62,10,10.0,2016.0,00:24:00
6352,11-10-2016 00:34,11-10-2016,46172727-471c-4627-b706-1f9881a8e4d2,ab58c6cf-7d53-44f7-896c-c9c61ac94990,TOPUP,EUR,180.55,46,10.0,2016.0,00:34:00
6353,11-10-2016 04:25,11-10-2016,91a889bf-1ba6-49dd-bc35-fcafeb6a07e6,216f59ab-a24c-4ac7-88df-a099a4bbd282,TOPUP,GBP,292.25,16,10.0,2016.0,04:25:00
6354,11-10-2016 04:53,11-10-2016,c069a845-b843-475e-af4f-a27e379f1c76,f35d5282-3eb4-4090-a31d-3c9b33730f0b,P2P_TRANSFER,GBP,16.73,42,10.0,2016.0,04:53:00
6355,11-10-2016 05:37,11-10-2016,5db6714c-8f51-458f-b421-8e0776e38a39,6dead460-db60-4e33-b0cf-fa1819e371b9,BANK_TRANSFER,GBP,159.71,7,10.0,2016.0,05:37:00
6356,11-10-2016 09:10,11-10-2016,5c7b77c8-51d7-4977-97cc-34959fc3db95,83e9d264-92c9-4201-85e2-c574c8a426d5,CARD_PAYMENT,GBP,145.78,2,10.0,2016.0,09:10:00
6357,11-10-2016 09:18,11-10-2016,87a390af-2f35-40ec-a111-16d43fc5a3e3,7d639b7b-f67c-4ebb-9f0a-acb153a0bcf2,TOPUP,EUR,282.1,58,10.0,2016.0,09:18:00
6358,11-10-2016 09:59,11-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,44e92012-fcd2-4d3e-ae27-c45a60295044,BANK_TRANSFER,GBP,4.45,42,10.0,2016.0,09:59:00
6359,11-10-2016 09:59,11-10-2016,b9b478b6-9d0d-4e57-8da2-a42b45925a2d,6184b73e-fb83-4faf-a7f0-21991a3b42ee,TOPUP,GBP,156.71,4,10.0,2016.0,09:59:00
6360,11-10-2016 10:09,11-10-2016,0e0f16a9-c589-444d-b06d-0e8c1d99fdab,309c12e6-3bb2-4bea-ac4f-971d0542346b,BANK_TRANSFER,EUR,160.43,4,10.0,2016.0,10:09:00
6361,11-10-2016 11:02,11-10-2016,2d9eed66-2287-454c-bb2e-f66c1b858766,e5bc30fa-281e-4996-8f30-4b5fe048892c,CARD_PAYMENT,EUR,218.51,12,10.0,2016.0,11:02:00
6362,11-10-2016 11:06,11-10-2016,26e8432c-5fdb-4b67-82e6-18f341d511a1,b9c8d177-63c8-44d6-8e2e-7aadc891cb13,BANK_TRANSFER,GBP,348.83,61,10.0,2016.0,11:06:00
6363,11-10-2016 11:12,11-10-2016,445f967d-78eb-45ff-addc-c832c3cbdb25,1dcb2aa8-8432-4f0f-a331-c74331f7c563,ATM,EUR,253.55,3,10.0,2016.0,11:12:00
6364,11-10-2016 12:01,11-10-2016,089cae68-e48a-41c4-b10c-16ddcc83f6b1,0a2183fb-3950-4636-bf99-8e35116fa026,TOPUP,GBP,86.51,7,10.0,2016.0,12:01:00
6365,11-10-2016 12:21,11-10-2016,6169c830-f34d-49e3-a6ab-1255be3e91b6,5ec4b8d1-d843-484f-bc2c-f99fedc4feac,ATM,GBP,62.21,13,10.0,2016.0,12:21:00
6366,11-10-2016 12:39,11-10-2016,427ae52f-af71-46be-b9aa-d505783c9693,f8de0d1a-bd54-4443-9d06-321888878b8a,TOPUP,EUR,192.61,26,10.0,2016.0,12:39:00
6367,11-10-2016 13:39,11-10-2016,57874b23-27b5-46dc-85b0-db518b1fdab0,811327ec-396b-43db-8294-94ae97a0f9f7,TOPUP,EUR,257.39,5,10.0,2016.0,13:39:00
6368,11-10-2016 13:49,11-10-2016,64bb9cd9-a55e-4e3c-86fb-13b74bebc603,e9bfb9ce-5e5b-488f-80d8-02ba23435d2e,ATM,GBP,249.23,4,10.0,2016.0,13:49:00
6369,11-10-2016 14:11,11-10-2016,15a3f1ba-8a78-4672-ab41-b0b72e4458c3,dafbc3e4-7044-457e-849f-42b283b35fed,CARD_PAYMENT,GBP,303.19,21,10.0,2016.0,14:11:00
6370,11-10-2016 14:18,11-10-2016,64fd8b77-c687-4443-8fce-fd3238c45e51,35b0edac-8b0c-43ef-ac06-181ddf58da08,TOPUP,EUR,149.64,6,10.0,2016.0,14:18:00
6371,11-10-2016 14:24,11-10-2016,9d297dbc-22e0-464f-a805-bcca7135438c,611c1373-1f8b-4544-9d57-9ab155904e89,BANK_TRANSFER,GBP,112.17,5,10.0,2016.0,14:24:00
6372,11-10-2016 16:31,11-10-2016,d35f19f3-d9ad-48bf-bd1e-90f3ba4f0b98,cb58d10c-2572-4b32-b23f-da7303bc25e8,TOPUP,EUR,99.87,103,10.0,2016.0,16:31:00
6373,11-10-2016 16:46,11-10-2016,1ea99ac7-240d-4db6-ae59-8ed50b5c21d1,cc915473-0f11-4d7a-8eab-36e7ca81cdfb,P2P_TRANSFER,GBP,83.22,6,10.0,2016.0,16:46:00
6374,11-10-2016 17:14,11-10-2016,87f793f0-33e5-4914-a341-1977b5f08092,83fb58f5-cb3d-460a-8e0e-0825470e2414,TOPUP,EUR,9.13,12,10.0,2016.0,17:14:00
6375,11-10-2016 17:20,11-10-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,1902a17f-8494-43ae-bd7b-ffee9658a705,CARD_PAYMENT,EUR,110.36,85,10.0,2016.0,17:20:00
6376,11-10-2016 17:30,11-10-2016,4a96a738-e0ca-46c8-9fc3-1a814b7fbf56,59f220c6-ba77-4eb5-bbad-ee4f2486e65f,BANK_TRANSFER,EUR,254.97,18,10.0,2016.0,17:30:00
6377,11-10-2016 17:43,11-10-2016,184054dc-0c8b-4ff0-8136-89e1b47fc793,8e6b2979-0709-4817-a809-d9458dd2a08f,BANK_TRANSFER,GBP,186.42,4,10.0,2016.0,17:43:00
6378,11-10-2016 17:51,11-10-2016,b27de25f-1d4b-42fc-aa65-baa39852d52f,e2bde3e9-efe4-447e-b43d-f794ba743234,TOPUP,GBP,0.22,51,10.0,2016.0,17:51:00
6379,11-10-2016 18:57,11-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,80921061-020b-4a7a-8e14-e4eb4dd4360a,ATM,EUR,16.68,42,10.0,2016.0,18:57:00
6380,11-10-2016 19:18,11-10-2016,fe6ea41e-e751-4f1c-86f4-2a8608b753e4,44af6354-1117-4703-b128-fe4a5963f24f,CARD_PAYMENT,EUR,278.4,7,10.0,2016.0,19:18:00
6381,11-10-2016 19:52,11-10-2016,0fe472c9-cf3e-4e43-90f3-a0cfb6a4f1f0,1410f60e-3dd3-487f-a84c-f8e21ae666e4,CARD_PAYMENT,GBP,297.14,85,10.0,2016.0,19:52:00
6382,11-10-2016 22:57,11-10-2016,5db6714c-8f51-458f-b421-8e0776e38a39,48901630-4475-423b-b448-cd19ec4a2865,ATM,EUR,121.44,7,10.0,2016.0,22:57:00
6383,12-10-2016 00:25,12-10-2016,f9a71c4f-d616-40bd-a096-1fbe971b17c8,301fb723-77ef-4706-8101-746303e5e782,ATM,EUR,347.37,56,10.0,2016.0,00:25:00
6384,12-10-2016 02:09,12-10-2016,e1bf0c2f-a491-48ca-a6cf-4356d96e6d79,1ef8bb0f-62f1-4057-b813-0adf17a77ec2,CARD_PAYMENT,EUR,273.65,6,10.0,2016.0,02:09:00
6385,12-10-2016 04:08,12-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,5c37c1e8-939f-4dc6-9493-ee3344a1d1cd,CARD_PAYMENT,GBP,25.03,10,10.0,2016.0,04:08:00
6386,12-10-2016 06:03,12-10-2016,dd1bc3eb-c6ef-4139-acf5-f79b02d1f653,a8accdd3-c254-46ae-a6b6-582e61109bb6,BANK_TRANSFER,GBP,196.69,33,10.0,2016.0,06:03:00
6387,12-10-2016 06:21,12-10-2016,055e3e2c-7106-40a0-b116-04b1ba3b038b,ea59e134-3dfe-4f7e-a69a-1b2c842f7a0e,CARD_PAYMENT,GBP,260.49,21,10.0,2016.0,06:21:00
6388,12-10-2016 08:16,12-10-2016,dc43bf64-4cfe-4474-9ded-05b4728ef71d,ea60d732-6288-4ebf-ace1-fcc3fea5a6bc,ATM,EUR,62.45,36,10.0,2016.0,08:16:00
6389,12-10-2016 09:31,12-10-2016,15a3f1ba-8a78-4672-ab41-b0b72e4458c3,4d6520bb-1f1d-4ed7-84ce-22ef1a4a2657,ATM,EUR,292.92,21,10.0,2016.0,09:31:00
6390,12-10-2016 10:14,12-10-2016,8dd8b009-bcc7-4b14-a26f-c87c232383f4,0a78c94e-f38b-437d-9569-175c975fd326,TOPUP,GBP,12.8,42,10.0,2016.0,10:14:00
6391,12-10-2016 10:50,12-10-2016,84020048-ade9-4eb6-9a0a-8e43f4f7d312,f7ab95c0-1b10-486b-9576-6dc893239c8a,TOPUP,GBP,255.54,15,10.0,2016.0,10:50:00
6392,12-10-2016 11:11,12-10-2016,60d3238c-84bd-4ac2-b561-bb1062d44f27,fc2ad844-13e8-4cc3-aaa7-304cb7c1b07b,CARD_PAYMENT,GBP,164.24,10,10.0,2016.0,11:11:00
6393,12-10-2016 11:16,12-10-2016,64bb9cd9-a55e-4e3c-86fb-13b74bebc603,d4d7c09a-f8ca-4c32-8f06-1e10bc1783fb,P2P_TRANSFER,GBP,49.54,4,10.0,2016.0,11:16:00
6394,12-10-2016 12:23,12-10-2016,8c25ea77-4832-476e-a531-287612005948,93bcee30-838b-4609-94ca-775c6d554df9,P2P_TRANSFER,GBP,137.23,14,10.0,2016.0,12:23:00
6395,12-10-2016 13:17,12-10-2016,2cb040f5-9029-4599-87db-a6bbc5ddf280,91b31291-3113-40b5-8eae-d1a68c3750ab,TOPUP,EUR,6.95,16,10.0,2016.0,13:17:00
6396,12-10-2016 14:56,12-10-2016,dcd4b9bd-4a06-454e-ae2f-98a52d7e9ae1,17704fca-a9aa-436c-9b9c-96b263f99105,CARD_PAYMENT,GBP,321.78,3,10.0,2016.0,14:56:00
6397,12-10-2016 15:45,12-10-2016,8c25ea77-4832-476e-a531-287612005948,cd0125c7-9375-4f3b-81f1-4a3c1f59fd1e,BANK_TRANSFER,EUR,297.59,14,10.0,2016.0,15:45:00
6398,12-10-2016 17:17,12-10-2016,f5890f46-3efe-4dab-bc01-f13da0996bc8,9807ac8e-ca6c-4675-9f1e-b9a23c5f056f,ATM,GBP,176.88,1,10.0,2016.0,17:17:00
